33,45
33,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,45
35,45
35,45
35,45
35,45
35,45
35,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
36,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
37,45
38,45
38,45
38,45
38,45
38,45
38,45
39,45
39,45
39,45
39,45
39,45
39,45
39,45
39,45
39,45
39,45
39,45
39,45
40,45
40,45
40,45
40,45
40,45
40,45
40,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
42,45
42,45
42,45
42,45
42,45
42,45
42,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
45,45
45,45
45,45
45,45
45,45
45,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
47,45
47,45
47,45
47,45
47,45
47,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
51,45
51,45
51,45
51,45
51,45
51,45
51,45
51,45
51,45
51,45
51,45
51,45
52,45
52,45
52,45
52,45
52,45
52,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
54,45
55,45
55,45
55,45
55,45
55,45
55,45
56,45
56,45
56,45
56,45
56,45
56,45
56,45
56,45
56,45
56,45
56,45
56,45
57,45
57,45
57,45
57,45
57,45
57,45
57,45
58,45
58,45
58,45
58,45
58,45
58,45
58,45
58,45
58,45
58,45
58,45
58,45
59,45
59,45
59,45
59,45
59,45
59,45
59,45
60,45
60,45
60,45
60,45
60,45
60,45
60,45
60,45
60,45
60,45
60,45
60,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
61,45
62,45
62,45
62,45
62,45
62,45
62,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
63,45
64,45
64,45
64,45
64,45
64,45
64,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
65,45
66,45
66,45
66,45
66,45
66,45
66,45
66,45
66,45
66,45
66,45
66,45
66,45
67,45
67,45
67,45
67,45
67,45
67,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
68,45
69,45
69,45
69,45
69,45
69,45
69,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
70,45
71,45
71,45
71,45
71,45
71,45
71,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
72,45
73,45
73,45
73,45
73,45
73,45
73,45
73,45
73,45
73,45
73,45
73,45
73,45
74,45
74,45
74,45
74,45
74,45
74,45
74,45
75,45
75,45
75,45
75,45
75,45
75,45
75,45
75,45
75,45
75,45
75,45
75,45
76,45
76,45
76,45
76,45
76,45
76,45
76,45
77,45
77,45
77,45
77,45
77,45
77,45
77,45
77,45
77,45
77,45
77,45
77,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
78,45
79,45
79,45
79,45
79,45
79,45
79,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
80,45
81,45
81,45
81,45
81,45
81,45
81,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
82,45
83,45
83,45
83,45
83,45
83,45
83,45
84,45
84,45
84,45
84,45
84,45
84,45
84,45
84,45
84,45
84,45
84,45
84,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
85,45
86,45
86,45
86,45
86,45
86,45
86,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
87,45
88,45
88,45
88,45
88,45
88,45
88,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
89,45
90,45
90,45
90,45
90,45
90,45
90,45
90,45
90,45
90,45
90,45
90,45
90,45
91,45
91,45
91,45
91,45
91,45
91,45
91,45
92,45
92,45
92,45
92,45
92,45
92,45
92,45
92,45
92,45
92,45
92,45
92,45
93,45
93,45
93,45
93,45
93,45
93,45
93,45
94,45
94,45
94,45
94,45
94,45
94,45
94,45
94,45
94,45
94,45
94,45
94,45
95,45
95,45
95,45
95,45
95,45
95,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
96,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
97,45
98,45
98,45
98,45
98,45
98,45
98,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
99,45
100,45
100,45
100,45
100,45
100,45
100,45
101,45
101,45
101,45
101,45
101,45
101,45
101,45
101,45
101,45
101,45
101,45
101,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
102,45
103,45
103,45
103,45
103,45
103,45
103,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
104,45
105,45
105,45
105,45
105,45
105,45
105,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
106,45
107,45
107,45
107,45
107,45
107,45
107,45
107,45
107,45
107,45
107,45
107,45
107,45
108,45
108,45
108,45
108,45
108,45
108,45
108,45
109,45
109,45
109,45
109,45
109,45
109,45
109,45
109,45
109,45
109,45
109,45
109,45
110,45
110,45
110,45
110,45
110,45
110,45
110,45
111,45
111,45
111,45
111,45
111,45
111,45
111,45
111,45
111,45
111,45
111,45
111,45
112,45
112,45
112,45
112,45
112,45
112,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
113,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
114,45
115,45
115,45
115,45
115,45
115,45
115,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
116,45
117,45
117,45
117,45
117,45
117,45
117,45
118,45
118,45
118,45
118,45
118,45
118,45
118,45
118,45
118,45
118,45
118,45
118,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
119,45
120,45
120,45
120,45
120,45
120,45
120,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
121,45
122,45
122,45
122,45
122,45
122,45
122,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
123,45
124,45
124,45
124,45
124,45
124,45
124,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
125,45
126,45
126,45
126,45
126,45
126,45
126,45
126,45
126,45
126,45
126,45
126,45
126,45
127,45
127,45
127,45
127,45
127,45
127,45
127,45
128,45
128,45
128,45
128,45
128,45
128,45
128,45
128,45
128,45
128,45
128,45
128,45
129,45
129,45
129,45
129,45
129,45
129,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
130,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
131,45
132,45
132,45
132,45
132,45
132,45
132,45
133,45
133,45
133,45
133,45
133,45
133,45
133,45
133,45
133,45
133,45
133,45
133,45
134,45
134,45
134,45
134,45
134,45
134,45
134,45
135,45
135,45
135,45
135,45
135,45
135,45
135,45
135,45
135,45
135,45
135,45
135,45
136,45
136,45
136,45
136,45
136,45
136,45
136,45
137,45
137,45
137,45
137,45
137,45
137,45
137,45
137,45
137,45
137,45
137,45
137,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
138,45
139,45
139,45
139,45
139,45
139,45
139,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
140,45
141,45
141,45
141,45
141,45
141,45
141,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
142,45
143,45
143,45
143,45
143,45
143,45
143,45
143,45
143,45
143,45
143,45
143,45
143,45
144,45
144,45
144,45
144,45
144,45
144,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
145,45
146,45
146,45
146,45
146,45
146,45
146,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
147,45
148,45
148,45
148,45
148,45
148,45
148,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
149,45
150,45
150,45
150,45
150,45
150,45
150,45
150,45
150,45
150,45
150,45
150,45
150,45
151,45
151,45
151,45
151,45
151,45
151,45
151,45
152,45
152,45
152,45
152,45
152,45
152,45
152,45
152,45
152,45
152,45
152,45
152,45
153,45
153,45
153,45
153,45
153,45
153,45
153,45
154,45
154,45
154,45
154,45
154,45
154,45
154,45
154,45
154,45
154,45
154,45
154,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
155,45
156,45
156,45
156,45
156,45
156,45
156,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
157,45
158,45
158,45
158,45
158,45
158,45
158,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
159,45
160,45
160,45
160,45
160,45
160,45
160,45
160,45
160,45
160,45
160,45
160,45
160,45
161,45
161,45
161,45
161,45
161,45
161,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
162,45
163,45
163,45
163,45
163,45
163,45
163,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
164,45
165,45
165,45
165,45
165,45
165,45
165,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
166,45
167,45
167,45
167,45
167,45
167,45
167,45
167,45
167,45
167,45
167,45
167,45
167,45
168,45
168,45
168,45
168,45
168,45
168,45
168,45
169,45
169,45
169,45
169,45
169,45
169,45
169,45
169,45
169,45
169,45
169,45
169,45
170,45
170,45
170,45
170,45
170,45
170,45
170,45
171,45
171,45
171,45
171,45
171,45
171,45
171,45
171,45
171,45
171,45
171,45
171,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
172,45
173,45
173,45
173,45
173,45
173,45
173,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
174,45
175,45
175,45
175,45
175,45
175,45
175,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
176,45
177,45
177,45
177,45
177,45
177,45
177,45
178,45
178,45
178,45
178,45
178,45
178,45
178,45
178,45
178,45
178,45
178,45
178,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
179,45
180,45
180,45
180,45
180,45
180,45
180,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
181,45
182,45
182,45
182,45
182,45
182,45
182,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
183,45
184,45
184,45
184,45
184,45
184,45
184,45
184,45
184,45
184,45
184,45
184,45
184,45
185,45
185,45
185,45
185,45
185,45
185,45
185,45
186,45
186,45
186,45
186,45
186,45
186,45
186,45
186,45
186,45
186,45
186,45
186,45
187,45
187,45
187,45
187,45
187,45
187,45
187,45
188,45
188,45
188,45
188,45
188,45
188,45
188,45
188,45
188,45
188,45
188,45
188,45
189,45
189,45
189,45
189,45
189,45
189,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
190,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
191,45
192,45
192,45
192,45
192,45
192,45
192,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
193,45
194,45
194,45
194,45
194,45
194,45
194,45
195,45
195,45
195,45
195,45
195,45
195,45
195,45
195,45
195,45
195,45
195,45
195,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
196,45
197,45
197,45
197,45
197,45
197,45
197,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
198,45
199,45
199,45
199,45
199,45
199,45
199,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
200,45
201,45
201,45
201,45
201,45
201,45
201,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
202,45
203,45
203,45
203,45
203,45
203,45
203,45
203,45
203,45
203,45
203,45
203,45
203,45
204,45
204,45
204,45
204,45
204,45
204,45
204,45
205,45
205,45
205,45
205,45
205,45
205,45
205,45
205,45
205,45
205,45
205,45
205,45
206,45
206,45
206,45
206,45
206,45
206,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
207,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
208,45
209,45
209,45
209,45
209,45
209,45
209,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
210,45
211,45
211,45
211,45
211,45
211,45
211,45
212,45
212,45
212,45
212,45
212,45
212,45
212,45
212,45
212,45
212,45
212,45
212,45
213,45
213,45
213,45
213,45
213,45
213,45
213,45
214,45
214,45
214,45
214,45
214,45
214,45
214,45
214,45
214,45
214,45
214,45
214,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
215,45
216,45
216,45
216,45
216,45
216,45
216,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
217,45
218,45
218,45
218,45
218,45
218,45
218,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
219,45
220,45
220,45
220,45
220,45
220,45
220,45
220,45
220,45
220,45
220,45
220,45
220,45
221,45
221,45
221,45
221,45
221,45
221,45
221,45
222,45
222,45
222,45
222,45
222,45
222,45
222,45
222,45
222,45
222,45
222,45
222,45
223,45
223,45
223,45
223,45
223,45
223,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
225,45
226,45
226,45
226,45
226,45
226,45
226,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
227,45
228,45
228,45
228,45
228,45
228,45
228,45
229,45
229,45
229,45
229,45
229,45
229,45
229,45
229,45
229,45
229,45
229,45
229,45
230,45
230,45
230,45
230,45
230,45
230,45
230,45
231,45
231,45
231,45
231,45
231,45
231,45
231,45
231,45
231,45
231,45
231,45
231,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
232,45
233,45
233,45
233,45
233,45
233,45
233,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
234,45
235,45
235,45
235,45
235,45
235,45
235,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
236,45
237,45
237,45
237,45
237,45
237,45
237,45
237,45
237,45
237,45
237,45
237,45
237,45
238,45
238,45
238,45
238,45
238,45
238,45
238,45
239,45
239,45
239,45
239,45
239,45
239,45
239,45
239,45
239,45
239,45
239,45
239,45
240,45
240,45
240,45
240,45
240,45
240,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
241,45
242,45
242,45
242,45
242,45
242,45
242,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
243,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
244,45
245,45
245,45
245,45
245,45
245,45
245,45
246,45
246,45
246,45
246,45
246,45
246,45
246,45
246,45
246,45
246,45
246,45
246,45
247,45
247,45
247,45
247,45
247,45
247,45
247,45
248,45
248,45
248,45
248,45
248,45
248,45
248,45
248,45
248,45
248,45
248,45
248,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
249,45
250,45
250,45
250,45
250,45
250,45
250,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
251,45
252,45
252,45
252,45
252,45
252,45
252,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
253,45
254,45
254,45
254,45
254,45
254,45
254,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
255,45
256,45
256,45
256,45
256,45
256,45
256,45
256,45
256,45
256,45
256,45
256,45
256,45
257,45
257,45
257,45
257,45
257,45
257,45
257,45
258,45
258,45
258,45
258,45
258,45
258,45
258,45
258,45
258,45
258,45
258,45
258,45
259,45
259,45
259,45
259,45
259,45
259,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
260,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
261,45
262,45
262,45
262,45
262,45
262,45
262,45
263,45
263,45
263,45
263,45
263,45
263,45
263,45
263,45
263,45
263,45
263,45
263,45
264,45
264,45
264,45
264,45
264,45
264,45
264,45
265,45
265,45
265,45
265,45
265,45
265,45
265,45
265,45
265,45
265,45
265,45
265,45
266,45
266,45
266,45
266,45
266,45
266,45
266,45
267,45
267,45
267,45
267,45
267,45
267,45
267,45
267,45
267,45
267,45
267,45
267,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
268,45
269,45
269,45
269,45
269,45
269,45
269,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
270,45
271,45
271,45
271,45
271,45
271,45
271,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
272,45
273,45
273,45
273,45
273,45
273,45
273,45
273,45
273,45
273,45
273,45
273,45
273,45
274,45
274,45
274,45
274,45
274,45
274,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
275,45
276,45
276,45
276,45
276,45
276,45
276,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
277,45
278,45
278,45
278,45
278,45
278,45
278,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
279,45
280,45
280,45
280,45
280,45
280,45
280,45
280,45
280,45
280,45
280,45
280,45
280,45
281,45
281,45
281,45
281,45
281,45
281,45
281,45
282,45
282,45
282,45
282,45
282,45
282,45
282,45
282,45
282,45
282,45
282,45
282,45
283,45
283,45
283,45
283,45
283,45
283,45
283,45
284,45
284,45
284,45
284,45
284,45
284,45
284,45
284,45
284,45
284,45
284,45
284,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
285,45
286,45
286,45
286,45
286,45
286,45
286,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
287,45
288,45
288,45
288,45
288,45
288,45
288,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
289,45
290,45
290,45
290,45
290,45
290,45
290,45
290,45
290,45
290,45
290,45
290,45
290,45
291,45
291,45
291,45
291,45
291,45
291,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
292,45
293,45
293,45
293,45
293,45
293,45
293,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
294,45
295,45
295,45
295,45
295,45
295,45
295,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
296,45
297,45
297,45
297,45
297,45
297,45
297,45
297,45
297,45
297,45
297,45
297,45
297,45
298,45
298,45
298,45
298,45
298,45
298,45
298,45
299,45
299,45
299,45
299,45
299,45
299,45
299,45
299,45
299,45
299,45
299,45
299,45
300,45
300,45
300,45
300,45
300,45
300,45
300,45
301,45
301,45
301,45
301,45
301,45
301,45
301,45
301,45
301,45
301,45
301,45
301,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
302,45
303,45
303,45
303,45
303,45
303,45
303,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
304,45
305,45
305,45
305,45
305,45
305,45
305,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
306,45
307,45
307,45
307,45
307,45
307,45
307,45
308,45
308,45
308,45
308,45
308,45
308,45
308,45
308,45
308,45
308,45
308,45
308,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
309,45
310,45
310,45
310,45
310,45
310,45
310,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
311,45
312,45
312,45
312,45
312,45
312,45
312,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
313,45
314,45
314,45
314,45
314,45
314,45
314,45
314,45
314,45
314,45
314,45
314,45
314,45
315,45
315,45
315,45
315,45
315,45
315,45
315,45
316,45
316,45
316,45
316,45
316,45
316,45
316,45
316,45
316,45
316,45
316,45
316,45
317,45
317,45
317,45
317,45
317,45
317,45
317,45
318,45
318,45
318,45
318,45
318,45
318,45
318,45
318,45
318,45
318,45
318,45
318,45
319,45
319,45
319,45
319,45
319,45
319,45
319,45
320,45
320,45
320,45
320,45
320,45
320,45
320,45
320,45
320,45
320,45
320,45
320,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
321,45
322,45
322,45
322,45
322,45
322,45
322,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
323,45
324,45
324,45
324,45
324,45
324,45
324,45
325,45
325,45
325,45
325,45
325,45
325,45
325,45
325,45
325,45
325,45
325,45
325,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
326,45
327,45
327,45
327,45
327,45
327,45
327,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
328,45
329,45
329,45
329,45
329,45
329,45
329,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
330,45
331,45
331,45
331,45
331,45
331,45
331,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
332,45
333,45
333,45
333,45
333,45
333,45
333,45
333,45
333,45
333,45
333,45
333,45
333,45
334,45
334,45
334,45
334,45
334,45
334,45
334,45
335,45
335,45
335,45
335,45
335,45
335,45
335,45
335,45
335,45
335,45
335,45
335,45
336,45
336,45
336,45
336,45
336,45
336,45
336,45
337,45
337,45
337,45
